id,expected,pred,risk
SC-004034,fake_investment,fake_investment,0.95
SC-008369,fake_investment,elder_healthcare,0.95
SC-008716,fake_investment,fake_investment,0.95
SC-007350,fake_investment,lottery_prize,0.9
SC-007493,fake_investment,fake_investment,0.95
SC-006330,fake_investment,lottery_prize,0.9
SC-008630,fake_investment,lottery_prize,0.9
SC-004622,impersonate_authority,impersonate_authority,1.0
SC-008424,fake_investment,fake_investment,0.85
SC-006384,impersonate_authority,impersonate_authority,0.95
SC-005103,impersonate_authority,impersonate_authority,0.95
SC-007290,impersonate_authority,impersonate_authority,0.98
SC-005853,impersonate_authority,impersonate_authority,0.95
SC-006144,impersonate_authority,impersonate_authority,0.95
SC-006356,impersonate_authority,impersonate_authority,0.98
SC-002757,impersonate_authority,impersonate_authority,1.0
SC-003136,impersonate_authority,impersonate_authority,0.95
SC-004145,impersonate_authority,impersonate_authority,0.95
SC-011017,impersonate_authority,impersonate_authority,0.95
SC-000427,impersonate_authority,impersonate_authority,0.98
SC-009777,impersonate_authority,impersonate_authority,0.98
SC-009832,impersonate_authority,impersonate_authority,0.95
SC-010724,impersonate_authority,impersonate_authority,0.9
SC-003277,impersonate_authority,impersonate_authority,0.98
SC-004592,impersonate_authority,impersonate_authority,1.0
SC-004565,impersonate_authority,impersonate_authority,0.98
SC-007517,impersonate_authority,impersonate_authority,0.95
SC-003828,impersonate_authority,impersonate_authority,0.95
SC-010521,impersonate_authority,impersonate_authority,0.95
SC-009290,impersonate_authority,impersonate_authority,0.98
SC-002269,impersonate_authority,impersonate_authority,0.95
SC-001872,impersonate_authority,impersonate_authority,0.95
SC-005020,impersonate_authority,impersonate_authority,0.98
SC-011905,impersonate_authority,impersonate_authority,0.98
SC-009718,impersonate_authority,impersonate_authority,0.95
SC-003826,impersonate_authority,impersonate_authority,0.95
SC-010694,impersonate_authority,impersonate_authority,0.95
SC-005614,impersonate_authority,impersonate_authority,0.95
SC-011074,impersonate_authority,impersonate_authority,0.98
SC-004201,impersonate_authority,impersonate_authority,0.95
SC-002184,impersonate_authority,impersonate_authority,0.95
SC-010403,impersonate_authority,impersonate_authority,0.95
SC-001412,impersonate_authority,impersonate_authority,0.95
SC-002758,impersonate_authority,impersonate_authority,0.98
SC-010194,impersonate_authority,impersonate_authority,0.98
SC-008741,impersonate_authority,impersonate_authority,0.9
SC-002030,impersonate_authority,impersonate_authority,0.95
SC-006499,impersonate_authority,impersonate_authority,0.95
SC-011189,impersonate_authority,impersonate_authority,0.95
SC-008853,impersonate_authority,impersonate_authority,0.95
SC-002908,impersonate_authority,impersonate_authority,0.95
SC-011563,impersonate_authority,impersonate_authority,0.95
SC-002645,impersonate_authority,impersonate_authority,0.98
SC-001704,impersonate_authority,impersonate_authority,0.95
SC-004316,impersonate_authority,impersonate_authority,1.0
SC-005021,impersonate_authority,impersonate_authority,0.95
SC-010547,impersonate_authority,impersonate_authority,0.95
SC-009114,impersonate_authority,impersonate_authority,0.95
SC-009721,impersonate_authority,impersonate_authority,0.95
SC-003358,impersonate_authority,impersonate_authority,0.95
SC-005764,impersonate_authority,impersonate_authority,0.9
SC-009720,impersonate_authority,impersonate_authority,0.95
SC-001993,impersonate_authority,impersonate_authority,0.95
SC-008798,impersonate_authority,impersonate_authority,0.95
SC-002477,impersonate_authority,impersonate_authority,0.95
SC-004704,impersonate_authority,impersonate_authority,0.95
SC-010170,impersonate_authority,impersonate_authority,0.98
SC-005706,impersonate_authority,impersonate_authority,0.98
SC-002845,impersonate_authority,impersonate_authority,0.9
SC-004645,impersonate_authority,impersonate_authority,0.98
SC-002877,impersonate_authority,impersonate_authority,1.0
SC-003856,impersonate_authority,impersonate_authority,0.98
SC-008885,impersonate_authority,impersonate_authority,0.98
SC-001729,impersonate_authority,impersonate_authority,0.95
SC-009144,impersonate_authority,impersonate_authority,0.98
SC-008506,impersonate_authority,impersonate_authority,0.9
SC-008973,impersonate_authority,impersonate_authority,0.95
SC-005613,impersonate_authority,impersonate_authority,0.98
SC-011794,impersonate_authority,impersonate_authority,0.98
SC-011245,impersonate_authority,impersonate_authority,0.95
SC-005824,impersonate_authority,impersonate_authority,0.95
SC-006267,impersonate_authority,impersonate_authority,1.0
SC-011216,impersonate_authority,impersonate_authority,0.95
SC-004539,impersonate_authority,impersonate_authority,0.95
SC-005400,impersonate_authority,impersonate_authority,0.95
SC-004117,impersonate_authority,impersonate_authority,0.9
SC-000250,impersonate_authority,impersonate_authority,0.95
SC-011819,impersonate_authority,impersonate_authority,0.98
SC-005106,impersonate_authority,impersonate_authority,0.95
SC-010113,impersonate_authority,impersonate_authority,0.95
SC-009943,impersonate_authority,impersonate_authority,0.95
SC-007346,impersonate_authority,impersonate_authority,0.95
SC-001082,impersonate_authority,impersonate_authority,0.95
SC-011418,impersonate_authority,impersonate_authority,0.95
SC-003971,impersonate_authority,impersonate_authority,0.98
SC-011328,impersonate_authority,impersonate_authority,0.95
SC-001051,impersonate_authority,impersonate_authority,0.98
SC-011502,impersonate_authority,impersonate_authority,0.95
SC-010840,impersonate_authority,impersonate_authority,0.98
SC-003105,impersonate_authority,impersonate_authority,0.98
SC-006531,impersonate_authority,impersonate_authority,1.0
SC-005707,impersonate_authority,impersonate_authority,0.95
SC-000034,impersonate_authority,impersonate_authority,0.95
SC-007928,impersonate_authority,impersonate_authority,0.95
SC-004987,impersonate_authority,impersonate_authority,0.9
SC-010430,impersonate_authority,impersonate_authority,0.95
SC-000061,impersonate_authority,impersonate_authority,0.95
SC-011016,impersonate_authority,impersonate_authority,0.98
SC-003737,impersonate_authority,impersonate_authority,0.95
SC-008248,impersonate_authority,impersonate_authority,0.98
SC-005430,impersonate_authority,impersonate_authority,0.95
SC-003887,impersonate_authority,impersonate_authority,0.98
SC-005159,impersonate_authority,impersonate_authority,0.95
SC-003592,impersonate_authority,impersonate_authority,0.98
SC-006467,impersonate_authority,impersonate_authority,0.95
SC-006851,impersonate_authority,impersonate_authority,0.98
SC-008539,impersonate_authority,impersonate_authority,0.95
SC-007661,impersonate_authority,impersonate_authority,0.95
SC-009028,impersonate_authority,impersonate_authority,0.95
SC-005822,impersonate_authority,impersonate_authority,0.95
SC-006358,impersonate_authority,impersonate_authority,0.95
SC-010987,impersonate_authority,impersonate_authority,0.98
SC-002965,impersonate_authority,impersonate_authority,0.95
SC-003705,impersonate_authority,impersonate_authority,0.95
SC-007691,impersonate_authority,impersonate_authority,0.95
SC-004515,impersonate_authority,impersonate_authority,0.95
SC-009201,impersonate_authority,impersonate_authority,1.0
SC-000060,impersonate_authority,impersonate_authority,0.95
SC-005490,impersonate_authority,impersonate_authority,0.95
SC-011595,impersonate_authority,impersonate_authority,0.95
SC-009376,impersonate_authority,impersonate_authority,0.98
SC-007692,impersonate_authority,impersonate_authority,0.98
SC-000365,impersonate_authority,impersonate_authority,1.0
SC-009916,impersonate_authority,impersonate_authority,0.98
SC-009694,impersonate_authority,impersonate_authority,0.95
SC-002033,impersonate_authority,impersonate_authority,0.98
SC-006676,impersonate_authority,impersonate_authority,1.0
SC-003564,impersonate_authority,impersonate_authority,0.95
SC-002847,impersonate_authority,impersonate_authority,0.98
SC-005246,impersonate_authority,impersonate_authority,0.9
SC-001289,impersonate_authority,impersonate_authority,0.95
SC-005279,impersonate_authority,impersonate_authority,0.95
SC-002446,impersonate_authority,impersonate_authority,0.95
SC-010460,impersonate_authority,impersonate_authority,0.95
SC-002995,impersonate_authority,impersonate_authority,1.0
SC-001587,impersonate_authority,impersonate_authority,0.95
SC-007345,impersonate_authority,impersonate_authority,1.0
SC-009169,impersonate_authority,impersonate_authority,0.95
SC-006469,impersonate_authority,impersonate_authority,0.98
SC-009975,impersonate_authority,impersonate_authority,0.95
SC-004594,impersonate_authority,impersonate_authority,0.95
SC-002814,impersonate_authority,impersonate_authority,0.95
SC-011874,impersonate_authority,impersonate_authority,0.95
SC-003854,impersonate_authority,impersonate_authority,0.98
SC-001784,impersonate_authority,impersonate_authority,0.98
SC-002417,impersonate_authority,impersonate_authority,0.95
SC-006821,impersonate_authority,impersonate_authority,0.98
SC-000619,impersonate_authority,impersonate_authority,0.95
SC-007811,impersonate_authority,impersonate_authority,0.95
SC-004513,impersonate_authority,impersonate_authority,0.95
SC-010727,impersonate_authority,impersonate_authority,1.0
SC-011652,impersonate_authority,impersonate_authority,0.95
SC-008626,impersonate_authority,impersonate_authority,0.95
SC-004428,impersonate_authority,impersonate_authority,0.95
SC-008219,impersonate_authority,impersonate_authority,0.98
SC-007489,impersonate_authority,impersonate_authority,0.98
SC-008278,impersonate_authority,impersonate_authority,0.95
SC-009915,impersonate_authority,impersonate_authority,0.95
SC-010518,impersonate_authority,impersonate_authority,0.95
SC-008131,impersonate_authority,impersonate_authority,0.95
SC-001228,impersonate_authority,impersonate_authority,0.98
SC-004400,impersonate_authority,impersonate_authority,0.98
SC-008540,impersonate_authority,impersonate_authority,0.95
SC-007725,impersonate_authority,impersonate_authority,0.98
SC-000088,impersonate_authority,impersonate_authority,0.95
SC-003104,impersonate_authority,impersonate_authority,0.95
SC-004148,impersonate_authority,impersonate_authority,0.95
SC-009486,impersonate_authority,impersonate_authority,1.0
SC-007635,impersonate_authority,impersonate_authority,0.95
SC-003387,impersonate_authority,impersonate_authority,0.95
SC-008045,impersonate_authority,impersonate_authority,0.95
SC-008715,impersonate_authority,impersonate_authority,0.95
SC-001020,impersonate_authority,impersonate_authority,1.0
SC-008277,impersonate_authority,impersonate_authority,0.95
SC-010548,impersonate_authority,impersonate_authority,0.98
SC-002729,impersonate_authority,impersonate_authority,0.95
SC-001964,impersonate_authority,impersonate_authority,0.98
SC-003646,impersonate_authority,impersonate_authority,0.95
SC-011273,impersonate_authority,impersonate_authority,0.95
SC-007839,impersonate_authority,impersonate_authority,0.95
SC-009778,impersonate_authority,impersonate_authority,0.95
SC-004286,impersonate_authority,impersonate_authority,0.98
SC-010927,impersonate_authority,impersonate_authority,0.95
SC-008940,impersonate_authority,impersonate_authority,1.0
SC-011738,impersonate_authority,impersonate_authority,0.95
SC-002388,impersonate_authority,impersonate_authority,1.0
SC-005585,impersonate_authority,impersonate_authority,0.95
SC-009692,impersonate_authority,impersonate_authority,0.95
SC-000988,impersonate_authority,impersonate_authority,0.95
SC-001673,impersonate_authority,impersonate_authority,0.95
SC-003305,impersonate_authority,impersonate_authority,0.95
SC-008797,impersonate_authority,impersonate_authority,0.95
SC-006621,impersonate_authority,impersonate_authority,0.95
SC-003304,impersonate_authority,impersonate_authority,0.95
SC-004872,impersonate_authority,impersonate_authority,0.98
SC-000621,impersonate_authority,impersonate_authority,0.98
SC-005553,impersonate_authority,impersonate_authority,0.95
SC-001381,impersonate_authority,impersonate_authority,0.95
SC-004257,impersonate_authority,impersonate_authority,1.0
SC-003677,impersonate_authority,impersonate_authority,0.95
SC-003827,impersonate_authority,impersonate_authority,0.98
SC-005704,impersonate_authority,impersonate_authority,0.95
SC-002418,impersonate_authority,impersonate_authority,0.98
SC-003996,impersonate_authority,impersonate_authority,0.95
SC-001170,impersonate_authority,impersonate_authority,0.95
SC-008366,impersonate_authority,impersonate_authority,0.95
SC-005999,impersonate_authority,impersonate_authority,0.95
SC-011929,impersonate_authority,impersonate_authority,0.95
SC-009458,impersonate_authority,impersonate_authority,0.95
SC-006790,impersonate_authority,impersonate_authority,0.95
SC-000162,impersonate_authority,impersonate_authority,0.95
SC-009664,impersonate_authority,impersonate_authority,0.95
SC-001730,impersonate_authority,impersonate_authority,0.95
SC-009834,impersonate_authority,impersonate_authority,0.95
SC-008395,impersonate_authority,impersonate_authority,0.95
SC-008912,impersonate_authority,impersonate_authority,1.0
SC-009634,impersonate_authority,impersonate_authority,0.95
SC-011566,impersonate_authority,impersonate_authority,0.98
SC-006386,impersonate_authority,impersonate_authority,0.98
SC-011930,impersonate_authority,impersonate_authority,1.0
SC-004029,impersonate_authority,impersonate_authority,1.0
SC-002759,impersonate_authority,impersonate_authority,1.0
SC-000680,impersonate_authority,impersonate_authority,0.95
SC-008999,impersonate_authority,impersonate_authority,0.98
SC-005368,impersonate_authority,impersonate_authority,0.98
SC-005676,impersonate_authority,impersonate_authority,0.95
SC-003220,impersonate_authority,impersonate_authority,0.95
SC-011386,impersonate_authority,impersonate_authority,0.95
SC-000741,impersonate_authority,impersonate_authority,0.95
SC-005792,impersonate_authority,impersonate_authority,1.0
SC-004313,impersonate_authority,impersonate_authority,0.95
SC-011389,impersonate_authority,impersonate_authority,0.98
SC-009375,impersonate_authority,impersonate_authority,0.95
SC-007028,impersonate_authority,impersonate_authority,0.95
SC-008102,impersonate_authority,impersonate_authority,0.95
SC-011535,impersonate_authority,impersonate_authority,0.95
SC-008017,impersonate_authority,impersonate_authority,0.95
SC-003531,impersonate_authority,impersonate_authority,0.9
SC-005276,impersonate_authority,impersonate_authority,0.95
SC-007113,impersonate_authority,impersonate_authority,0.98
SC-010253,impersonate_authority,impersonate_authority,0.95
SC-007316,impersonate_authority,impersonate_authority,0.95
SC-005019,impersonate_authority,impersonate_authority,0.95
SC-000006,impersonate_authority,impersonate_authority,0.95
SC-011128,impersonate_authority,impersonate_authority,0.95
SC-008654,impersonate_authority,impersonate_authority,0.95
SC-010871,impersonate_authority,impersonate_authority,0.95
SC-006938,impersonate_authority,impersonate_authority,0.9
SC-009089,impersonate_authority,impersonate_authority,0.98
SC-004733,impersonate_authority,impersonate_authority,0.95
SC-003621,impersonate_authority,impersonate_authority,0.98
SC-009747,impersonate_authority,impersonate_authority,0.95
SC-008396,impersonate_authority,impersonate_authority,0.95
SC-001107,impersonate_authority,impersonate_authority,0.95
SC-007780,impersonate_authority,impersonate_authority,0.98
SC-002211,impersonate_authority,impersonate_authority,0.95
SC-003997,impersonate_authority,impersonate_authority,1.0
SC-003942,impersonate_authority,impersonate_authority,0.95
SC-004087,impersonate_authority,impersonate_authority,1.0
SC-008190,impersonate_authority,impersonate_authority,0.95
SC-003077,impersonate_authority,impersonate_authority,0.95
SC-000305,impersonate_authority,impersonate_authority,0.95
SC-000086,impersonate_authority,impersonate_authority,0.95
SC-001531,impersonate_authority,impersonate_authority,0.98
SC-007988,impersonate_authority,impersonate_authority,1.0
SC-002122,impersonate_authority,impersonate_authority,0.95
SC-009202,impersonate_authority,impersonate_authority,0.95
SC-006030,impersonate_authority,impersonate_authority,0.98
SC-007900,impersonate_authority,impersonate_authority,0.95
SC-011329,impersonate_authority,impersonate_authority,0.95
SC-001136,impersonate_authority,impersonate_authority,0.9
SC-002155,impersonate_authority,impersonate_authority,1.0
SC-006911,impersonate_authority,impersonate_authority,0.98
SC-011472,impersonate_authority,impersonate_authority,0.95
SC-002589,impersonate_authority,impersonate_authority,0.95
SC-008627,impersonate_authority,impersonate_authority,0.95
SC-006385,impersonate_authority,impersonate_authority,0.95
SC-007260,impersonate_authority,impersonate_authority,0.95
SC-000620,impersonate_authority,impersonate_authority,0.98
SC-006500,impersonate_authority,impersonate_authority,0.95
SC-002816,impersonate_authority,impersonate_authority,0.98
SC-001049,impersonate_authority,impersonate_authority,0.95
SC-010111,impersonate_authority,impersonate_authority,0.95
SC-010664,impersonate_authority,impersonate_authority,0.95
SC-005398,impersonate_authority,impersonate_authority,1.0
SC-011187,impersonate_authority,impersonate_authority,0.95
SC-004055,impersonate_authority,impersonate_authority,0.95
SC-001292,impersonate_authority,impersonate_authority,0.95
SC-009405,impersonate_authority,impersonate_authority,0.98
SC-006646,impersonate_authority,impersonate_authority,0.95
SC-007579,impersonate_authority,impersonate_authority,0.95
SC-010224,impersonate_authority,impersonate_authority,0.95
SC-004731,impersonate_authority,impersonate_authority,0.95
SC-011387,impersonate_authority,impersonate_authority,0.98
SC-005220,impersonate_authority,impersonate_authority,1.0
SC-010283,impersonate_authority,impersonate_authority,0.95
SC-007431,impersonate_authority,impersonate_authority,0.95
SC-009661,impersonate_authority,impersonate_authority,0.95
SC-003798,impersonate_authority,impersonate_authority,1.0
SC-011565,impersonate_authority,impersonate_authority,0.98
SC-011417,impersonate_authority,impersonate_authority,0.98
SC-010486,impersonate_family,impersonate_family,0.9
SC-006024,impersonate_family,impersonate_family,0.95
SC-001994,impersonate_authority,impersonate_authority,1.0
SC-004538,impersonate_family,impersonate_authority,0.95
SC-010278,impersonate_family,impersonate_family,0.9
SC-000187,impersonate_family,impersonate_authority,0.95
SC-002727,impersonate_family,impersonate_authority,0.95
SC-000706,impersonate_family,impersonate_family,0.9
SC-008937,impersonate_family,impersonate_family,0.95
SC-004341,impersonate_family,impersonate_family,0.95
SC-009801,impersonate_family,impersonate_family,0.95
SC-003671,impersonate_family,impersonate_family,0.95
SC-006114,impersonate_family,impersonate_authority,0.98
SC-002529,impersonate_family,impersonate_family,0.95
SC-011239,impersonate_family,impersonate_family,0.95
SC-005520,impersonate_family,impersonate_family,0.9
SC-007343,impersonate_family,impersonate_family,0.95
SC-000003,impersonate_family,impersonate_family,0.95
SC-002414,impersonate_family,impersonate_family,0.9
SC-003499,impersonate_family,impersonate_family,0.9
SC-006849,impersonate_family,impersonate_authority,0.95
SC-008069,impersonate_family,impersonate_authority,0.95
SC-009428,impersonate_family,impersonate_family,0.95
SC-004756,impersonate_family,impersonate_family,0.95
SC-001255,impersonate_family,impersonate_family,0.95
SC-007954,impersonate_family,impersonate_family,0.95
SC-000981,impersonate_family,impersonate_family,0.95
SC-005701,impersonate_family,impersonate_family,0.95
SC-010723,impersonate_family,impersonate_family,0.9
SC-001778,impersonate_family,impersonate_family,0.9
SC-000275,impersonate_family,impersonate_family,0.95
SC-003471,impersonate_family,impersonate_family,0.95
SC-008130,impersonate_family,impersonate_authority,0.9
SC-002960,impersonate_family,impersonate_family,0.95
SC-003357,impersonate_family,impersonate_authority,0.95
SC-001642,impersonate_family,impersonate_family,0.95
SC-001467,impersonate_family,impersonate_family,0.9
SC-000002,impersonate_family,impersonate_family,0.95
SC-001610,impersonate_family,impersonate_family,0.9
SC-002326,impersonate_family,impersonate_authority,0.9
SC-010661,impersonate_family,impersonate_family,0.95
SC-011470,impersonate_family,impersonate_family,0.95
SC-003044,impersonate_family,impersonate_family,0.95
SC-009970,impersonate_family,impersonate_family,0.95
SC-008127,impersonate_family,impersonate_family,0.95
SC-006907,impersonate_family,impersonate_authority,0.95
SC-011500,impersonate_family,impersonate_authority,0.9
SC-003073,impersonate_family,impersonate_family,0.95
SC-008418,impersonate_family,impersonate_family,0.95
SC-007897,impersonate_family,impersonate_family,0.95
SC-006728,impersonate_family,impersonate_family,0.9
SC-002149,impersonate_family,impersonate_family,0.95
SC-010575,impersonate_family,impersonate_authority,0.95
SC-009164,impersonate_family,impersonate_family,0.95
SC-008214,impersonate_family,impersonate_family,0.95
SC-002992,impersonate_family,impersonate_authority,0.9
SC-006324,impersonate_family,impersonate_authority,0.95
SC-004312,impersonate_family,impersonate_family,0.95
SC-004281,impersonate_family,impersonate_family,0.9
SC-001928,impersonate_family,impersonate_family,0.95
SC-010514,impersonate_family,impersonate_family,0.95
SC-005243,impersonate_family,impersonate_family,0.95
SC-003615,impersonate_family,impersonate_family,0.95
SC-001525,impersonate_family,impersonate_family,0.95
SC-011708,impersonate_family,impersonate_family,0.9
SC-001103,impersonate_family,impersonate_family,0.9
SC-008936,impersonate_family,impersonate_family,0.95
SC-005607,impersonate_family,impersonate_family,0.95
SC-007225,impersonate_family,impersonate_family,0.95
SC-004785,impersonate_family,impersonate_family,0.95
SC-008738,impersonate_family,impersonate_family,0.85
SC-011382,impersonate_family,impersonate_family,0.95
SC-004023,impersonate_family,impersonate_family,0.9
SC-007456,impersonate_family,impersonate_family,0.95
SC-005519,impersonate_family,impersonate_authority,0.95
SC-010808,impersonate_family,impersonate_family,0.95
SC-003046,impersonate_family,impersonate_authority,0.95
SC-007720,impersonate_family,impersonate_authority,0.95
SC-006846,impersonate_family,impersonate_family,0.9
SC-006937,impersonate_family,impersonate_family,0.95
SC-006351,impersonate_family,impersonate_family,0.95
SC-001317,impersonate_family,impersonate_family,0.9
SC-002208,impersonate_family,impersonate_family,0.95
SC-011619,impersonate_family,impersonate_family,0.95
SC-004369,impersonate_family,impersonate_family,0.95
SC-002669,impersonate_family,impersonate_family,0.95
SC-009023,impersonate_family,impersonate_family,0.95
SC-004483,impersonate_family,impersonate_family,0.95
SC-005877,impersonate_family,impersonate_family,0.9
SC-000324,impersonate_family,impersonate_authority,0.95
SC-008216,impersonate_family,impersonate_authority,0.9
SC-000707,impersonate_family,impersonate_family,0.95
SC-006495,impersonate_family,impersonate_family,0.95
SC-007805,impersonate_family,impersonate_family,0.9
SC-009659,impersonate_family,impersonate_family,0.95
SC-007721,impersonate_family,impersonate_authority,0.9
SC-006055,impersonate_family,impersonate_authority,0.9
SC-007806,impersonate_family,impersonate_family,0.95
SC-003529,impersonate_family,impersonate_authority,0.9
SC-010924,impersonate_family,impersonate_family,0.95
SC-011268,impersonate_family,impersonate_family,0.95
SC-002504,impersonate_family,impersonate_authority,0.95
SC-007545,impersonate_family,impersonate_family,0.95
SC-009942,impersonate_family,impersonate_authority,0.95
SC-005608,impersonate_family,impersonate_family,0.95
SC-002060,impersonate_family,impersonate_family,0.9
SC-009601,impersonate_family,impersonate_family,0.95
SC-009142,impersonate_family,impersonate_family,0.9
SC-007516,impersonate_family,impersonate_authority,0.95
SC-002381,impersonate_family,impersonate_family,0.9
SC-001134,impersonate_family,impersonate_family,0.95
SC-010573,impersonate_family,impersonate_family,0.95
SC-010252,impersonate_family,impersonate_authority,0.95
SC-000648,impersonate_family,impersonate_authority,0.95
SC-007573,impersonate_family,impersonate_family,0.9
SC-009744,impersonate_family,impersonate_authority,0.9
SC-007543,impersonate_family,impersonate_family,0.9
SC-000832,impersonate_family,impersonate_family,0.9
SC-009856,impersonate_family,impersonate_family,0.95
SC-000709,impersonate_family,impersonate_family,0.98
SC-006698,impersonate_family,impersonate_family,0.9
SC-004199,impersonate_family,impersonate_family,0.95
SC-008101,impersonate_family,impersonate_authority,0.95
SC-008013,impersonate_family,impersonate_authority,0.98
SC-011211,impersonate_family,impersonate_family,0.95
SC-008129,impersonate_family,impersonate_authority,0.95
SC-011352,impersonate_family,impersonate_family,0.95
SC-009402,impersonate_family,impersonate_family,0.95
SC-011737,impersonate_family,impersonate_family,0.95
SC-006908,impersonate_family,impersonate_family,0.95
SC-010165,impersonate_family,impersonate_family,0.95
SC-009771,impersonate_family,impersonate_family,0.95
SC-004456,impersonate_family,impersonate_family,0.95
SC-000276,impersonate_family,impersonate_family,0.95
SC-005907,impersonate_family,impersonate_family,0.9
SC-006056,impersonate_family,impersonate_authority,0.9
SC-004587,impersonate_family,impersonate_family,0.95
SC-006585,impersonate_family,impersonate_family,0.9
SC-004896,impersonate_family,impersonate_family,0.95
SC-004670,impersonate_family,impersonate_family,0.95
SC-001075,impersonate_family,impersonate_family,0.9
SC-006525,impersonate_family,impersonate_family,0.9
SC-005905,impersonate_family,impersonate_family,0.95
SC-009399,impersonate_family,impersonate_family,0.95
SC-005303,impersonate_family,impersonate_family,0.9
SC-010020,impersonate_family,impersonate_family,0.95
SC-008446,impersonate_family,impersonate_family,0.95
SC-004590,impersonate_family,impersonate_family,0.95
SC-007196,impersonate_family,impersonate_family,0.95
SC-009858,impersonate_family,impersonate_family,0.95
SC-007026,impersonate_family,impersonate_authority,0.9
SC-006322,impersonate_family,impersonate_family,0.95
SC-008537,impersonate_family,impersonate_family,0.9
SC-010398,impersonate_family,impersonate_authority,0.9
SC-008711,impersonate_family,impersonate_family,0.9
SC-003071,impersonate_family,impersonate_family,0.95
SC-004618,impersonate_family,impersonate_family,0.9
SC-000983,impersonate_family,impersonate_authority,0.9
SC-000247,impersonate_family,impersonate_family,0.95
SC-008502,impersonate_family,impersonate_family,0.9
SC-003501,impersonate_family,impersonate_family,0.9
SC-009541,impersonate_family,impersonate_family,0.95
SC-009913,impersonate_family,elder_healthcare,0.95
SC-006936,impersonate_family,impersonate_authority,0.95
SC-001196,impersonate_family,impersonate_family,0.95
SC-011096,impersonate_family,impersonate_family,0.95
SC-011123,impersonate_family,impersonate_family,0.9
SC-002148,impersonate_family,impersonate_family,0.95
SC-001555,impersonate_family,impersonate_family,0.95
SC-011238,impersonate_family,impersonate_family,0.9
SC-000892,impersonate_family,impersonate_authority,0.95
SC-003442,impersonate_family,impersonate_family,0.95
SC-005215,impersonate_family,impersonate_family,0.95
SC-007136,impersonate_family,impersonate_family,0.95
SC-008244,impersonate_family,impersonate_family,0.95
SC-011097,impersonate_family,impersonate_family,0.95
SC-003101,impersonate_family,impersonate_family,0.9
SC-010076,impersonate_family,impersonate_family,0.95
SC-003941,impersonate_family,impersonate_authority,0.95
SC-004115,impersonate_family,impersonate_family,0.9
SC-002527,impersonate_family,impersonate_family,0.95
SC-005551,impersonate_family,impersonate_authority,0.9
SC-006409,impersonate_family,impersonate_family,0.95
SC-000737,impersonate_family,impersonate_family,0.95
SC-004730,impersonate_family,impersonate_authority,0.95
SC-005968,impersonate_family,impersonate_family,0.95
SC-003274,impersonate_family,impersonate_family,0.95
SC-009715,impersonate_family,impersonate_family,0.95
SC-005155,impersonate_family,impersonate_family,0.9
SC-010983,impersonate_family,impersonate_family,0.95
SC-007110,impersonate_family,benign,0.1
SC-011012,impersonate_family,impersonate_family,0.95
SC-006112,impersonate_family,impersonate_family,0.95
SC-003244,impersonate_family,impersonate_family,0.95
SC-001377,impersonate_family,impersonate_family,0.95
SC-008739,impersonate_family,impersonate_family,0.95
SC-001779,impersonate_family,impersonate_family,0.95
SC-004024,impersonate_family,impersonate_family,0.95
SC-005488,impersonate_family,impersonate_authority,0.95
SC-004926,impersonate_family,impersonate_family,0.95
SC-007658,impersonate_family,impersonate_family,0.95
SC-008825,impersonate_family,impersonate_authority,0.95
SC-005818,impersonate_family,impersonate_family,0.9
SC-008534,impersonate_family,impersonate_family,0.9
SC-010167,impersonate_family,impersonate_authority,0.9
SC-000057,impersonate_family,impersonate_family,0.9
SC-003327,impersonate_family,impersonate_family,0.9
SC-000134,impersonate_family,impersonate_family,0.9
SC-001753,impersonate_family,impersonate_family,0.95
SC-011156,impersonate_family,impersonate_authority,0.95
SC-002443,impersonate_family,impersonate_authority,0.95
SC-010807,impersonate_family,impersonate_family,0.95
SC-004143,impersonate_family,impersonate_family,0.95
SC-009198,impersonate_family,impersonate_family,0.95
SC-005936,impersonate_family,impersonate_family,0.95
SC-004508,impersonate_family,impersonate_family,0.95
SC-010544,impersonate_family,impersonate_family,0.9
SC-001195,impersonate_family,impersonate_family,0.9
SC-001990,impersonate_family,impersonate_authority,0.95
SC-006788,impersonate_family,impersonate_family,0.9
SC-005305,impersonate_family,impersonate_family,0.95
SC-006878,impersonate_family,impersonate_family,0.95
SC-001379,impersonate_family,impersonate_family,0.95
SC-005850,impersonate_family,impersonate_authority,0.9
SC-004757,impersonate_family,elder_healthcare,0.9
SC-006353,impersonate_family,impersonate_family,0.95
SC-001988,impersonate_family,impersonate_family,0.95
SC-002931,impersonate_family,impersonate_family,0.95
SC-008768,impersonate_family,impersonate_authority,0.9
SC-010000,impersonate_family,impersonate_authority,0.95
SC-007342,impersonate_family,impersonate_family,0.95
SC-008652,impersonate_family,impersonate_authority,0.9
SC-006379,impersonate_family,impersonate_family,0.9
SC-007054,impersonate_family,impersonate_authority,0.95
SC-004253,impersonate_family,impersonate_family,0.95
SC-001315,impersonate_family,impersonate_family,0.95
SC-005518,impersonate_family,impersonate_family,0.95
SC-001641,impersonate_family,impersonate_family,0.95
SC-002058,impersonate_family,impersonate_family,0.95
SC-002059,impersonate_family,impersonate_family,0.95
SC-008159,impersonate_family,impersonate_authority,0.95
SC-002585,impersonate_family,impersonate_family,0.95
SC-000327,impersonate_family,impersonate_family,0.95
SC-005304,impersonate_family,impersonate_family,0.95
